frame,activity,movement,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z
20,TEST,STILL,0.13840550184249878,0.12910304963588715,0.054078228771686554,0.1331838071346283,0.12744928896427155,0.05264268442988396,0.1322016417980194,0.12584424018859863,0.052659086883068085,0.13125398755073547,0.12423522770404816,0.05262035131454468,0.13491587340831757,0.12999363243579865,0.062041573226451874,0.13512316346168518,0.13037410378456116,0.062051642686128616,0.1353462040424347,0.1307402402162552,0.06199977546930313,0.12801742553710938,0.11517320573329926,0.053788505494594574,0.1332187056541443,0.1247321292757988,0.09687811881303787,0.1371791809797287,0.12278665602207184,0.05462084338068962,0.14138484001159668,0.12578146159648895,0.06687914580106735,0.13262176513671875,0.08365485072135925,0.03040493093430996,0.14749619364738464,0.11672839522361755,0.11083438247442245,0.13851237297058105,0.04636518657207489,-0.015852289274334908,0.16670073568820953,0.1281784325838089,0.07908933609724045,0.12473829090595245,0.04772043973207474,-0.030479755252599716,0.15302647650241852,0.12072987854480743,0.013295887038111687,0.121609166264534,0.04764103144407272,-0.036025989800691605,0.15204192698001862,0.11882330477237701,0.006572220474481583,0.12177141010761261,0.05072375759482384,-0.031294018030166626,0.149530827999115,0.11688564717769623,0.00977113377302885,0.12369195371866226,0.0520695224404335,-0.02832396700978279,0.14998295903205872,0.11701934039592743,0.012682085856795311,0.20752498507499695,0.09256084263324738,-0.04274795204401016,0.21405430138111115,0.10753410309553146,0.04258245602250099,0.15326160192489624,0.16737985610961914,-0.06333188712596893,0.1716683954000473,0.1713331639766693,0.029663726687431335,0.19539333879947662,0.2313453108072281,-0.08897354453802109,0.2022368609905243,0.21877673268318176,-0.005091001745313406,0.20899760723114014,0.23511749505996704,-0.09178214520215988,0.21041889488697052,0.21967090666294098,-0.010430407710373402,0.18761050701141357,0.25855812430381775,-0.115179143846035,0.20141513645648956,0.24209418892860413,-0.033986467868089676
22,TEST,HIGH MOVEMENT,0.13453103601932526,0.11797719448804855,0.08153785765171051,0.12699730694293976,0.11896514892578125,0.08739273995161057,0.12447800487279892,0.11462710052728653,0.08741018176078796,0.12374385446310043,0.1111028864979744,0.08739136904478073,0.13026350736618042,0.12217134982347488,0.09614650160074234,0.13175052404403687,0.12479260563850403,0.09610768407583237,0.13206374645233154,0.12528455257415771,0.0960264503955841,0.12330476194620132,0.10145018994808197,0.11041571199893951,0.1329624354839325,0.11873969435691833,0.15097516775131226,0.13371288776397705,0.10811271518468857,0.08873696625232697,0.1398812234401703,0.11493127793073654,0.1001470535993576,0.13207635283470154,0.06522144377231598,0.07646256685256958,0.16380205750465393,0.11362512409687042,0.1696452498435974,0.13108471035957336,0.0198400616645813,-0.022186854854226112,0.18932169675827026,0.1327803134918213,0.15512627363204956,0.11369341611862183,0.02724272757768631,-0.09010647982358932,0.16236484050750732,0.13511747121810913,0.11899876594543457,0.10921654850244522,0.026874519884586334,-0.09497253596782684,0.15763121843338013,0.13270041346549988,0.12003612518310547,0.11083340644836426,0.032493121922016144,-0.08674883842468262,0.15406456589698792,0.13313725590705872,0.12897582352161407,0.11378498375415802,0.034275904297828674,-0.08725360035896301,0.15568116307258606,0.13268893957138062,0.12159059941768646,0.2177460491657257,0.06754147261381149,-0.04730511084198952,0.23054075241088867,0.09122660756111145,0.04716070741415024,0.1654486358165741,0.175168976187706,-0.0668146163225174,0.18097999691963196,0.17649485170841217,0.019484013319015503,0.20055131614208221,0.2373037487268448,-0.11734054982662201,0.19311030209064484,0.2352369874715805,-0.03274494782090187,0.21383711695671082,0.2388683408498764,-0.1220257505774498,0.1997961550951004,0.23890171945095062,-0.03966006264090538,0.1939597725868225,0.2682807743549347,-0.151321679353714,0.1859593242406845,0.25492972135543823,-0.07035166025161743
23,TEST,HIGH MOVEMENT,0.13557098805904388,0.11685299873352051,-0.011211762204766273,0.12953707575798035,0.11877331137657166,-0.01614515297114849,0.12719431519508362,0.11535952240228653,-0.01614314690232277,0.12530377507209778,0.11233453452587128,-0.01622764952480793,0.13223934173583984,0.12166538834571838,-0.005363444332033396,0.13288940489292145,0.1232161745429039,-0.005334828980267048,0.13305692374706268,0.12384522706270218,-0.005344674456864595,0.12221169471740723,0.10642299056053162,-0.014888760633766651,0.13200649619102478,0.11939823627471924,0.03561423346400261,0.13431066274642944,0.10752527415752411,-0.008784032426774502,0.13966527581214905,0.11228927224874496,0.005510625895112753,0.12460169941186905,0.06477709859609604,-0.017595132812857628,0.14634492993354797,0.11143351346254349,0.06352073699235916,0.13107994198799133,0.021925441920757294,-0.050412654876708984,0.1583694964647293,0.1339082568883896,0.0502096526324749,0.11918415874242783,0.028911268338561058,-0.05490856617689133,0.13150127232074738,0.128840371966362,0.003028793493285775,0.1172892302274704,0.029491087421774864,-0.05567948892712593,0.1264251172542572,0.12569420039653778,-0.005407668650150299,0.11817292869091034,0.0329485721886158,-0.05420631915330887,0.1240568608045578,0.12394832819700241,-0.0008555235108360648,0.12006834894418716,0.03452711179852486,-0.05322451516985893,0.12630337476730347,0.12412726879119873,0.0024080013390630484,0.21714875102043152,0.06741409003734589,-0.0457400344312191,0.2228679209947586,0.08868835866451263,0.0456775538623333,0.1602710336446762,0.1534634381532669,-0.06660814583301544,0.17858724296092987,0.15859141945838928,0.045840125530958176,0.21322321891784668,0.17086458206176758,-0.045561276376247406,0.2090810239315033,0.15883813798427582,0.0466037318110466,0.2258787453174591,0.1625802367925644,-0.04198595881462097,0.21473152935504913,0.15057484805583954,0.045640524476766586,0.2174929678440094,0.19302159547805786,-0.04925808683037758,0.21861961483955383,0.17805343866348267,0.034699633717536926
24,TEST,HIGH MOVEMENT,0.12568362057209015,0.10888690501451492,-0.017449043691158295,0.12055488675832748,0.11255113035440445,-0.021496523171663284,0.11644206196069717,0.11088050156831741,-0.021499980241060257,0.11643464863300323,0.10404196381568909,-0.021588942036032677,0.12201348692178726,0.113141268491745,-0.013872665353119373,0.1223931536078453,0.11454804986715317,-0.013856248930096626,0.12286283820867538,0.1160099133849144,-0.013861465267837048,0.11147160828113556,0.09731459617614746,-0.012651607394218445,0.12011782824993134,0.11365876346826553,0.023499753326177597,0.1255473494529724,0.10051383078098297,-0.011386385187506676,0.12869219481945038,0.10618164390325546,-0.0011823319364339113,0.11199063062667847,0.0610271617770195,-0.011139173991978168,0.133825421333313,0.10567235946655273,0.05095022916793823,0.12502747774124146,0.011486304923892021,-0.04954197257757187,0.15494702756404877,0.12081346660852432,0.013182121329009533,0.1203715056180954,0.010819957591593266,-0.06755564361810684,0.13322627544403076,0.10925266146659851,-0.06083632633090019,0.12022920697927475,0.010292292572557926,-0.07015608996152878,0.1296558976173401,0.10597708821296692,-0.07238788902759552,0.12015976011753082,0.013947337865829468,-0.06669289618730545,0.12287326157093048,0.11283882707357407,-0.06608183681964874,0.12194138765335083,0.01530231349170208,-0.06595571339130402,0.12758579850196838,0.10394897311925888,-0.06076335906982422,0.2047612965106964,0.0661056861281395,-0.03871568664908409,0.20919248461723328,0.08371207118034363,0.03866680711507797,0.16094714403152466,0.14555904269218445,-0.0568513497710228,0.17931033670902252,0.14276401698589325,0.04880214482545853,0.21984679996967316,0.13552913069725037,-0.014875844120979309,0.2168806493282318,0.13378413021564484,0.05500892549753189,0.23151209950447083,0.12252126634120941,-0.008803545497357845,0.22301535308361053,0.12353074550628662,0.05529976636171341,0.2279847413301468,0.15753769874572754,-0.008156854659318924,0.2271457463502884,0.15679797530174255,0.049207381904125214
25,TEST,MOVING,0.12702509760856628,0.11023744940757751,0.02326030656695366,0.1217661052942276,0.11323846131563187,0.025921830907464027,0.11761919409036636,0.11120664328336716,0.025928374379873276,0.11763670295476913,0.10609473288059235,0.025879347696900368,0.1235995888710022,0.11436676234006882,0.0339808389544487,0.12403979152441025,0.11546622216701508,0.03394951671361923,0.12463929504156113,0.11642732471227646,0.03388824313879013,0.11408988386392593,0.10148275643587112,0.038508035242557526,0.12139258533716202,0.11245110630989075,0.08164206147193909,0.1264188587665558,0.10129668563604355,0.03114457055926323,0.12976199388504028,0.10646165907382965,0.04158870130777359,0.1162000522017479,0.0629887506365776,0.023822348564863205,0.14166273176670074,0.10300847887992859,0.10439722239971161,0.12433378398418427,0.01597658358514309,-0.012333380058407784,0.15780943632125854,0.12705649435520172,0.02503141388297081,0.11981429159641266,0.01723586581647396,-0.021083902567625046,0.13311083614826202,0.1421961784362793,0.014172551222145557,0.11890935897827148,0.014142015017569065,-0.01980188861489296,0.12806490063667297,0.1451270431280136,-0.007570591755211353,0.11969069391489029,0.018833210691809654,-0.016714762896299362,0.12471182644367218,0.14395998418331146,-0.0462770089507103,0.12157922983169556,0.02064000815153122,-0.018766378983855247,0.12750184535980225,0.1407196968793869,-0.0015934715047478676,0.20387008786201477,0.06656251102685928,-0.039361726492643356,0.21229667961597443,0.08151927590370178,0.039272911846637726,0.16136345267295837,0.15134212374687195,-0.058343224227428436,0.1790955364704132,0.15250615775585175,0.040539562702178955,0.21672610938549042,0.1733056902885437,-0.0615646131336689,0.2112758457660675,0.17623735964298248,0.01871316134929657,0.2291906625032425,0.1692693531513214,-0.061431147158145905,0.2178030014038086,0.17286783456802368,0.015188577584922314,0.21859323978424072,0.20027334988117218,-0.07599370181560516,0.21628090739250183,0.19678452610969543,-6.917519931448624e-05
26,TEST,MOVING,0.12808524072170258,0.11070612818002701,0.05906413868069649,0.12242148071527481,0.11356352269649506,0.05744783207774162,0.11831368505954742,0.11232400685548782,0.057494718581438065,0.11799363046884537,0.11036474257707596,0.05742762237787247,0.12441498041152954,0.11500704288482666,0.06779821962118149,0.12516257166862488,0.11648288369178772,0.06783340871334076,0.12567386031150818,0.11730707436800003,0.06779889762401581,0.11516018211841583,0.10421427339315414,0.04997698590159416,0.12262831628322601,0.1130361333489418,0.10569509118795395,0.12657597661018372,0.10314883291721344,0.05872834846377373,0.1313301920890808,0.10675569623708725,0.07267408072948456,0.11766115576028824,0.07151402533054352,0.047085948288440704,0.14217081665992737,0.09903128445148468,0.10613702237606049,0.11403961479663849,0.04460460692644119,0.04980042949318886,0.15212036669254303,0.12659591436386108,0.15365633368492126,0.1072215810418129,0.05372040718793869,0.11247926950454712,0.13071422278881073,0.13973043859004974,0.17223545908927917,0.10669779777526855,0.0569520927965641,0.12453492730855942,0.1263437569141388,0.14378999173641205,0.1731415092945099,0.10898647457361221,0.05838104337453842,0.12457525730133057,0.12412595748901367,0.13755393028259277,0.17540663480758667,0.11091544479131699,0.058272089809179306,0.1155439168214798,0.12637196481227875,0.13666191697120667,0.17346040904521942,0.20291626453399658,0.07219939678907394,-0.038319047540426254,0.2133878469467163,0.0804831013083458,0.038111068308353424,0.1628093272447586,0.16912665963172913,-0.05614355206489563,0.18941707909107208,0.1561218947172165,0.040281035006046295,0.2222340852022171,0.18830889463424683,-0.08577275276184082,0.22939005494117737,0.1775231659412384,-0.009117351844906807,0.2364293783903122,0.1827269196510315,-0.0897529274225235,0.23805677890777588,0.17228858172893524,-0.01784447394311428,0.22766432166099548,0.21415060758590698,-0.08929366618394852,0.23673084378242493,0.19984112679958344,-0.027747612446546555
27,TEST,HIGH MOVEMENT,0.15796296298503876,0.166704460978508,0.006244868505746126,0.15240290760993958,0.16570834815502167,0.0025436305440962315,0.15128181874752045,0.16367830336093903,0.00252878968603909,0.1504524201154709,0.1615741103887558,0.00241290545091033,0.15325333178043365,0.17024853825569153,0.010194847360253334,0.1530674397945404,0.1714913249015808,0.010225186124444008,0.15293173491954803,0.17273811995983124,0.010172518901526928,0.14501580595970154,0.15203489363193512,-0.000330694776494056,0.14840222895145416,0.16875430941581726,0.03668706864118576,0.15829481184482574,0.15759578347206116,0.0071339793503284454,0.15959413349628448,0.16275323927402496,0.017468072474002838,0.14568838477134705,0.10986178368330002,-0.002937472425401211,0.15408311784267426,0.153508260846138,0.04638126119971275,0.14417578279972076,0.0650387704372406,-0.022167155519127846,0.1793975979089737,0.15037931501865387,0.06237960606813431,0.11230677366256714,0.043777428567409515,-0.018829071894288063,0.17234353721141815,0.1571727842092514,0.051185935735702515,0.10733367502689362,0.05378782004117966,-0.03232167661190033,0.17057929933071136,0.1602916419506073,0.051313769072294235,0.10744740813970566,0.038788020610809326,-0.050639767199754715,0.16763177514076233,0.1591516137123108,0.04677199572324753,0.11137926578521729,0.044550251215696335,-0.03364840894937515,0.1687658578157425,0.15566930174827576,0.049076564610004425,0.22161181271076202,0.11265312135219574,-0.03594448044896126,0.21541407704353333,0.13248573243618011,0.03580928593873978,0.19113442301750183,0.19184254109859467,-0.0578191876411438,0.18746162950992584,0.19278761744499207,0.04271652176976204,0.22645807266235352,0.21333974599838257,-0.02811913564801216,0.22147627174854279,0.21284082531929016,0.022019291296601295,0.23725993931293488,0.21027684211730957,-0.02375457063317299,0.2297639101743698,0.20737892389297485,0.019262317568063736,0.22332200407981873,0.23533497750759125,-0.02689342573285103,0.22462265193462372,0.2389187514781952,0.010459480807185173
28,TEST,HIGH MOVEMENT,0.159844771027565,0.1712481528520584,0.02232392691075802,0.15376056730747223,0.17183628678321838,0.014456672593951225,0.152777761220932,0.1706664264202118,0.014470045454800129,0.1518702208995819,0.1695100963115692,0.014399468898773193,0.154421865940094,0.17306165397167206,0.02537177875638008,0.154049813747406,0.17297393083572388,0.025405630469322205,0.15368323028087616,0.17286428809165955,0.02536478079855442,0.14619776606559753,0.16101735830307007,-0.008135838434100151,0.14876988530158997,0.16582058370113373,0.04379813373088837,0.15880247950553894,0.16187439858913422,0.01737220212817192,0.1610613912343979,0.1651749461889267,0.031702376902103424,0.15095196664333344,0.13870294392108917,-0.027180859819054604,0.154744490981102,0.13804300129413605,0.0702674463391304,0.16984686255455017,0.12925554811954498,-0.021826792508363724,0.18070515990257263,0.14593833684921265,0.08481001108884811,0.14591510593891144,0.1445024460554123,0.03874126449227333,0.17036885023117065,0.16618028283119202,0.1240432858467102,0.14059658348560333,0.1499687284231186,0.044220615178346634,0.16864854097366333,0.17152100801467896,0.13099238276481628,0.13783742487430573,0.14924512803554535,0.04870350658893585,0.16557489335536957,0.1734350472688675,0.12576499581336975,0.14041326940059662,0.1473303735256195,0.04253077879548073,0.16673459112644196,0.1713571846485138,0.12203999608755112,0.2325134575366974,0.12945683300495148,-0.03719725459814072,0.23089973628520966,0.128596693277359,0.037068624049425125,0.18898168206214905,0.20998449623584747,-0.057411957532167435,0.1981085240840912,0.2006911337375641,0.043156206607818604,0.24791303277015686,0.24147506058216095,-0.051888078451156616,0.24537090957164764,0.22147208452224731,0.029188483953475952,0.2620082199573517,0.23771195113658905,-0.05014238879084587,0.25477027893066406,0.21588321030139923,0.02695537731051445,0.24928264319896698,0.26797178387641907,-0.044219184666872025,0.2526991069316864,0.24528689682483673,0.02919529750943184
29,TEST,HIGH MOVEMENT,0.16155187785625458,0.17127999663352966,0.008139485493302345,0.15481172502040863,0.1706426590681076,0.001672231825068593,0.15374687314033508,0.17000339925289154,0.0016750016948208213,0.15246431529521942,0.1694764345884323,0.0016082765068858862,0.15777547657489777,0.17444060742855072,0.012730246409773827,0.15756836533546448,0.17432191967964172,0.012764519080519676,0.15723979473114014,0.17444078624248505,0.012733208015561104,0.1448046863079071,0.16204026341438293,-0.008519508875906467,0.15140318870544434,0.1720878779888153,0.042881544679403305,0.16025805473327637,0.160945326089859,0.005910799372941256,0.1629714071750641,0.16464461386203766,0.020727310329675674,0.1459861844778061,0.12002921849489212,-0.019392438232898712,0.16044393181800842,0.15206903219223022,0.06836533546447754,0.15688452124595642,0.08893891423940659,-0.04232412949204445,0.18419942259788513,0.1619449257850647,0.09537739306688309,0.13743041455745697,0.09182192385196686,-0.01533759105950594,0.16896244883537292,0.17637817561626434,0.10619746148586273,0.1319437474012375,0.09107216447591782,-0.016537345945835114,0.16610996425151825,0.17948883771896362,0.10900405794382095,0.1311076581478119,0.0929444283246994,-0.016812318935990334,0.1630893051624298,0.18068179488182068,0.10619008541107178,0.13387230038642883,0.09429923444986343,-0.015088838525116444,0.1646673083305359,0.17894461750984192,0.10443578660488129,0.2353489100933075,0.11904551833868027,-0.038637690246105194,0.2371259480714798,0.13354532420635223,0.03865782544016838,0.20228496193885803,0.20426064729690552,-0.0581928975880146,0.21213677525520325,0.20216503739356995,0.04102904349565506,0.2604122459888458,0.2524069547653198,-0.0523880310356617,0.26347315311431885,0.24406670033931732,0.029415633529424667,0.27410775423049927,0.25037816166877747,-0.050488196313381195,0.2746651768684387,0.24165868759155273,0.02713323011994362,0.2623541057109833,0.28383052349090576,-0.05549634248018265,0.27054363489151,0.27552729845046997,0.01576586253941059
30,TEST,MOVING,0.15899458527565002,0.1654825061559677,0.01928253099322319,0.15461212396621704,0.16816596686840057,0.013379974290728569,0.1537260115146637,0.16760821640491486,0.013382499106228352,0.15263128280639648,0.16716188192367554,0.013327619060873985,0.15789000689983368,0.17201122641563416,0.02448705956339836,0.15788476169109344,0.17204011976718903,0.024518633261322975,0.15772628784179688,0.1722467839717865,0.024489253759384155,0.1454315036535263,0.1612163633108139,-0.0001257690164493397,0.15066124498844147,0.1673852652311325,0.05271350219845772,0.1594875305891037,0.15709082782268524,0.016545141115784645,0.1615811437368393,0.15869513154029846,0.03149358928203583,0.1487218290567398,0.12325052171945572,-0.01851014234125614,0.16275714337825775,0.1435266137123108,0.07890009135007858,0.17093583941459656,0.09188349545001984,-0.04080360382795334,0.18583133816719055,0.15843862295150757,0.11074730008840561,0.17589658498764038,0.09238006174564362,0.0007112410967238247,0.17997951805591583,0.16568952798843384,0.12756778299808502,0.17643693089485168,0.09010270237922668,0.002834159415215254,0.17928706109523773,0.16692546010017395,0.13402624428272247,0.17565025389194489,0.0933658704161644,0.006444060243666172,0.17649391293525696,0.16743260622024536,0.12986010313034058,0.17589642107486725,0.09456489980220795,0.0037104603834450245,0.1770232617855072,0.1651778370141983,0.12590761482715607,0.23441055417060852,0.11716707795858383,-0.0413542315363884,0.23801901936531067,0.12788674235343933,0.04129904881119728,0.2027391493320465,0.2103249430656433,-0.059561215341091156,0.20916810631752014,0.20630164444446564,0.03552640601992607,0.2558820843696594,0.2642849385738373,-0.05844787880778313,0.25429806113243103,0.25850361585617065,0.025026723742485046,0.2689664661884308,0.26243555545806885,-0.05733398348093033,0.2645180821418762,0.25720009207725525,0.02243650332093239,0.25591108202934265,0.29723453521728516,-0.06255455315113068,0.2588968873023987,0.29250505566596985,0.012187540531158447
